,LOCATION ACCOUNT #,BUSINESS NAME,DBA NAME,STREET ADDRESS,CITY,ZIP CODE,LOCATION DESCRIPTION,MAILING ADDRESS,MAILING CITY,MAILING ZIP CODE,NAICS,PRIMARY NAICS DESCRIPTION,COUNCIL DISTRICT,LOCATION START DATE,LOCATION END DATE,LOCATION,Latitude,Longitude
522576,0002979490-0001-2,CHANG FOOD GROUP INC,BBQ FOOD CO,1732 E 21ST STREET,LOS ANGELES,90058-1007,1732 21ST 90058-1007,1433 MILLER DRIVE,COLTON,92324-2456,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",9,04/01/2017,,"(34.0173, -118.2417)",34.0173,-118.2417
522674,0003358183-0001-0,COFFEE DIRECT LLC,BIXBY COFFEE,5522 VENICE BLVD OFFICE,LOS ANGELES,90019-5126,5522 VENICE 90019,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",10,04/01/2017,,"(34.0435, 34.0435)",34.0435,34.0435
523024,0003295658-0001-1,JACQUELINE BELL,FUSCHIA'S UNIQUE BUT NOT TOO STEEP BOUTIQUE,43603 22ND STREET E,LANCASTER,93535-5641,43603 22ND 93535-5641,43603 22ND STREET E UNIT #E,LANCASTER,93535-5641,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",0,02/06/2022,,"(34.6754, -118.0905)",34.6754,-118.0905
523489,0002656977-0001-7,DARIEN GARDNER/SONIA MCLENE,DARIEN GARDNER | STEVE - SONIA ICE CREAM,9220 PACE AVENUE,LOS ANGELES,90002-2109,9220 PACE 90002-2109,9220 PACE AVENUE,LOS ANGELES,90002-2109,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",0,01/25/2013,,"(33.9526, -118.2527)",33.9526,-118.2527
524020,0003364321-0001-2,RELISH LABS LLC,HOME CHEF,6130 AVALON BLVD,LOS ANGELES,90003-1633,6130 AVALON 90003,433 W VAN BUREN STREET SUITE #750N,CHICAGO,60607-0434,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",9,03/31/2023,,"(33.9835, 33.9835)",33.9835,33.9835
524424,0002982506-0001-1,MAHMOUD KHATER,FANCY JUICE,2960 E JACKSON AVENUE   UNIT #39,ANAHEIM,92806-3442,2960 JACKSON 92806-3442,13964   RAMHURST DRIVE   APT #16,LA MIRADA,90638-1742,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",0,04/20/2017,,"(33.8443, -117.8617)",33.8443,-117.8617
525119,0002845768-0003-5,"BREA JUICE COMPANY, LLC",JAMBA JUICE #23,4375   GLENCOE AVENUE   SUITE #D-4,MARINA DEL REY,90292-6499,4375 GLENCOE 90292-6499,POST OFFICE BOX #9847,BREA,92822-1847,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",11,07/08/2015,,"(33.9853, -118.4382)",33.9853,-118.4382
525190,0002703919-0001-6,ROSA BARAHONA,SNACK STOP,5850 AVALON BLVD,LOS ANGELES,90003-1308,5850 AVALON 90003-1308,1028 W 66TH STREET,LOS ANGELES,90044-3602,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",9,09/23/2013,,"(33.9885, -118.2651)",33.9885,-118.2651
525388,0003395697-0001-6,VEGAN CHOP HOUSE,,3317 N MISSION ROAD UNIT #30,LOS ANGELES,90031-3183,3317 MISSION 90031,3001 3/4 BAGLEY AVENUE,LOS ANGELES,90034-2957,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",14,04/01/2021,,"(34.0666, 34.0666)",34.0666,34.0666
525521,0003393973-0001-1,MARTINEZ BRANCH INC,LA MICHOACANA LOCA,7075 FOOTHILL BLVD,TUJUNGA,91042-2714,7075 Foothill 91042-2714,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",7,01/01/2023,,"(34.2484, -118.2858)",34.2484,-118.2858
525966,0003307703-0001-1,MYXD NUTRITION INC.,,129 HURRICANE STREET APT #1,MARINA DEL REY,90292-7738,129 Hurricane 90292-7738,129 HURRICANE STREET APT #1,MARINA DEL REY,90292-7738,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",11,09/15/2020,,"(33.976, 33.976)",33.976,33.976
526270,0003347818-0001-1,MARONI'S  SAUSAGE INC,JODY MARONI'S SAUSAGE KINGDOM,505 N COMMONWEALTH AVENUE,LOS ANGELES,90004-2302,505 COMMONWEALTH 90004,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",13,01/05/2023,,"(34.0797, 34.0797)",34.0797,34.0797
526869,0002547787-0001-0,CHEF HAK INC,,1203 S SPAULDING AVENUE,LOS ANGELES,90019-2418,1203 SPAULDING 90019-2418,POST OFFICE BOX #691985,WEST HOLLYWOOD,90069-8985,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",10,09/08/2010,,"(34.0543, -118.3607)",34.0543,-118.3607
526986,0003277983-0001-5,RUBIA COFFEE COMPANY LLC,"COBA, THE COFFEE BAR",2810 FRANCES AVENUE,LA CRESCENTA,91214-2034,2810 FRANCES 91214,2810 FRANCES AVENUE,LA CRESCENTA,91214-2034,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",0,06/01/2018,,"(34.2364, 34.2364)",34.2364,34.2364
527078,0003297112-0001-2,"SB&M FOODS, INC",,242 N AVENUE 25 SUITE #227,LOS ANGELES,90031-1983,242 AVENUE 25 90031,17103 GRAYLAND AVENUE,CERRITOS,90703-2725,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",1,03/01/2022,,"(34.0787, 34.0787)",34.0787,34.0787
527111,0003301533-0001-1,THAI HOME CHEF INC,,19100 VENTURA BLVD SUITE #D,TARZANA,91356-3238,19100 VENTURA 91356,19100 VENTURA BLVD SUITE #D,TARZANA,91356-3238,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",3,03/01/2022,,"(34.1722, 34.1722)",34.1722,34.1722
527200,0003194090-0001-7,REN CATERING AND ENTERTAINMENT GROUP,YIFANG,2010 SAWTELLE BLVD,LOS ANGELES,90025-6230,2010 SAWTELLE 90025-6230,59 PEDIGREE,IRVINE,92602-1856,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",11,04/23/2020,,"(34.0409, -118.4432)",34.0409,-118.4432
527396,0002368692-0002-0,ERIN KELLGREN,ELK GOODS,1619   SILVER LAKE BLVD,LOS ANGELES,90026-1310,1619 SILVER LAKE 90026-1310,1501 SCOTT AVENUE,LOS ANGELES,90026-2657,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",13,04/24/2019,,"(34.0886, -118.2693)",34.0886,-118.2693
528558,0003328226-0001-1,STEFFENMARKKUS LLC,,1413 W 16TH STREET,SAN PEDRO,90732-4003,1413 16TH 90732,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",15,08/08/2022,,"(33.7295, 33.7295)",33.7295,33.7295
528814,0003210855-0001-6,ALYSSA DENISE KIX,KIX COFFEE COMPANY,6240 RANDI AVENUE APT #G121,WOODLAND HILLS,91367-1763,6240 Randi 91367-1763,6700 INDEPENDENCE AVENUE APT #192,CANOGA PARK,91303-3808,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",3,08/27/2020,,"(34.1832, -118.6101)",34.1832,-118.6101
528986,0003334685-0001-8,LORETTA LOPEZ,,620 S VIRGIL AVENUE PENTHOUSE #38,LOS ANGELES,90005-4098,620 VIRGIL 90005,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",10,10/07/2022,,"(34.0628, 34.0628)",34.0628,34.0628
529068,0002440383-0001-2,JANEL PRATOR,THE PUDDERY,1021   TEMPLE AVENUE   #E,LONG BEACH,90804-3791,1021 TEMPLE 90804-3791,3800 COUNTY ROAD 94 APT #18208,MANVEL,77578-3057,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",0,02/01/2008,,"(33.7794, -118.1593)",33.7794,-118.1593
529534,0003081959-0001-3,INFUSION READY FOOD INC,THE SOUP,3107 W JEFFERSON BLVD,LOS ANGELES,90018-3229,3107 JEFFERSON 90018-3229,17365 RAYMER STREET,SHERWOOD FOREST,91325-3447,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",10,10/19/2018,,"(34.0259, -118.3297)",34.0259,-118.3297
530156,0003082955-0001-2,CRYSTAL J GRANT,GRANT GOURMET,10620 BALBOA BLVD APT #201,GRANADA HILLS,91344-6335,10620 BALBOA 91344-6335,2690 NE HAMPTON COURT,HILLSBORO,97124-6261,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",12,03/01/2019,,"(34.2628, -118.5016)",34.2628,-118.5016
530390,0002699490-0001-9,SCOTT A JOHNSON,ENOLA'S KETTLE CORN,12249 LOPEZ CANYON ROAD,SYLMAR,91342-5730,12249 LOPEZ CANYON 91342-5730,402 MARILYN AVENUE,WENATCHEE,98801-1321,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",0,05/25/2013,,"(34.2981, -118.3992)",34.2981,-118.3992
530903,0003074238-0001-0,CHRISTY HELWIG,THE TRAVELIN BEAN,6115 WHITSETT AVENUE,NORTH HOLLYWOOD,91606-4559,6115 WHITSETT 91606-4559,1459 LINDSAY DRIVE,RENO,89523-3514,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",2,09/07/2018,,"(34.1816, -118.406)",34.1816,-118.406
531876,0003092808-0001-6,ANTHONY WASHINGTON,SEMAJ CHILI DOGS,5393   FAIRVIEW BLVD   #2,LOS ANGELES,90056-2385,5393 FAIRVIEW 90056-2385,37718 TAMARIND COURT,PALMDALE,93551-6113,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",0,09/18/2018,,"(33.9798, -118.3749)",33.9798,-118.3749
532244,0003367567-0001-2,TANYA WATKINS,SIP DPER/ARTISAN SOLUTIONS,10211 CLOVIS AVENUE,LOS ANGELES,90002-3331,10211 CLOVIS 90002,3553 ATLANTIC AVENUE SPACE #573,LONG BEACH,90807-5606,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",8,04/10/2023,,"(33.9438, 33.9438)",33.9438,33.9438
532447,0003395945-0001-3,ISLANDBOY SPICES LLC,,29014 GLADIOLUS DRIVE,CANYON COUNTRY,91387-1828,29014 GLADIOLUS 91387,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",0,05/27/2022,,"(34.4322, 34.4322)",34.4322,34.4322
532487,0003342893-0001-1,BEVEL COFFEE LLC,,216 AVORA STREET,MONROVIA,91016-4721,216 AVORA 91016,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",0,09/01/2022,,"(34.127, 34.127)",34.127,34.127
533097,0003207422-0001-3,"NSNG FOODS, LLC",,242 N AVENUE 25     SUITE #217,LOS ANGELES,90031-1982,242 AVENUE 25 90031-1982,24510 WELBY WAY,WEST HILLS,91307-2753,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",1,06/25/2020,,"(34.0787, -118.2183)",34.0787,-118.2183
533491,0002584801-0002-3,BOBA TIME INC,BOBATIME- HIGHLAND,5001   WILSHIRE BLVD   UNIT #104/105,LOS ANGELES,90036-6104,5001 WILSHIRE 90036-6104,3255 WILSHIRE BLVD SUITE #1420,LOS ANGELES,90010-1417,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",5,09/07/2016,,"(34.0625, -118.3388)",34.0625,-118.3388
535604,0003001891-0001-2,GEUN HWA KWAK,YUNA'S BOB,820 S GRAND VIEW STREET   #305,LOS ANGELES,90057-5000,820 GRAND VIEW 90057-5000,122 RIVERA COURT,LOS ANGELES,90033-5214,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",1,08/12/2017,,"(34.0552, -118.2803)",34.0552,-118.2803
535641,0003267685-0001-3,ANNEKA GIDEON,GIDEON GALS,1224 W 107TH STREET APT #8,LOS ANGELES,90044-1671,1224 107TH 90044,1224 W 107TH STREET APT #8,LOS ANGELES,90044-1671,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",0,08/27/2021,,"(33.9385, 33.9385)",33.9385,33.9385
537471,0002925567-0001-1,TIGIST GOSHU,GUZO COFFEE,3884   CLAYTON AVENUE,LOS ANGELES,90027-4720,3884 CLAYTON 90027-4720,7761 SAINT BERNARD STREET APT #5,PLAYA DEL REY,90293-8321,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",4,08/05/2016,,"(34.099, -118.2777)",34.099,-118.2777
537546,0003205616-0001-0,BEST COFFEE HOLLYWOOD LLC,MAD LAB COFFEE HOLLYWOOD,6515 W SUNSET BLVD,LOS ANGELES,90028-7251,6515 Sunset 90028-7251,5936 W SUNSET BLVD,LOS ANGELES,90028-6521,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",13,08/03/2020,,"(34.0984, -118.3316)",34.0984,-118.3316
538533,0002898132-0001-5,MUGSHOT COFFEE ROASTERS LLC,MUGSHOT COFFEE ROASTERS / GET COFFEE FACED,1728   GLENDALE BLVD,LOS ANGELES,90026-1738,1728 GLENDALE 90026-1738,4700 NATICK AVENUE UNIT #316,SHERMAN OAKS,91403-2777,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",13,03/23/2016,,"(34.0865, -118.2594)",34.0865,-118.2594
539089,0003340559-0001-4,GOLD COAST BAKING COMPANY LLC,KANAN BAKING COMPANY,21160 CALIFA STREET,WOODLAND HILLS,91367-5002,21160 CALIFA 91367,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",3,09/08/2022,,"(34.1769, 34.1769)",34.1769,34.1769
539252,0003318185-0001-3,JULISA CASTELLANOS GONZALEZ,YERBITAS,21317 S TROYTON LANE,CARSON,90745-1601,21317 TROYTON 90745,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",0,06/01/2022,,"(33.8346, 33.8346)",33.8346,33.8346
539591,0003269727-0001-3,"REYES COFFEE ROASTERS, LLC",REYES COFFEE ROASTERS,12939 ARROYO STREET,SYLMAR,91342-5338,12939 ARROYO 91342,12939 ARROYO STREET,SYLMAR,91342-5338,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",7,08/08/2018,,"(34.2927, 34.2927)",34.2927,34.2927
540013,0003278451-0001-1,PRISCILLA MUNGOMA,ELGCANIC,1401 W 123RD STREET,LOS ANGELES,90047-5314,1401 123RD 90047,1401 W 123RD STREET,LOS ANGELES,90047-5314,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",0,03/19/2019,,"(33.9215, 33.9215)",33.9215,33.9215
540963,0003378072-0001-6,SAN TIN CORPORATION,,14845 VENTURA BLVD,SHERMAN OAKS,91403-3620,14845 VENTURA 91403,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",4,06/08/2023,,"(34.1524, 34.1524)",34.1524,34.1524
541969,0003393686-0001-3,YU BAKERY CAFE,,11725 BARRINGTON COURT,LOS ANGELES,90049-2930,11725 Barrington 90049-2930,8632 VALLEY BLVD SUITE #JK,ROSEMEAD,91770-1740,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",11,09/18/2023,,"(34.0645, -118.4697)",34.0645,-118.4697
542044,0002999761-0001-3,JULIAN SALINAS,BEACH CITY COFFEE,206   ENTRADA DRIVE,SANTA MONICA,90402-1212,206 ENTRADA 90402-1212,26352 DUNWOOD ROAD,ROLLING HILLS ESTATES,90274-2305,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",11,07/28/2017,,"(34.0287, -118.517)",34.0287,-118.517
542680,0003324005-0001-3,ADDIE ROBINSON,LEGACY ROOTS FARMSTEAD MARKET,13683 DRONFIELD AVENUE,SYLMAR,91342-1429,13683 DRONFIELD 91342,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",7,07/15/2022,,"(34.3205, 34.3205)",34.3205,34.3205
543296,0003335549-0001-1,CUBO BEVERAGES INC,,5805 SEPULVEDA BLVD SUITE #501,SHERMAN OAKS,91411-2551,5805 SEPULVEDA 91411,5805 SEPULVEDA BLVD SUITE #501,SHERMAN OAKS,91411-2551,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",4,08/01/2022,,"(34.1762, 34.1762)",34.1762,34.1762
543512,0003375202-0001-5,CONSTANTINO MARTINEZ,MOLINO GUIA GUICHE,4111 INGLEWOOD BLVD,LOS ANGELES,90066-5205,4111 INGLEWOOD 90066,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",11,05/01/2023,,"(33.9998, 33.9998)",33.9998,33.9998
543663,0003304909-0001-2,YERAZ COFFEE INC,,2501 COLORADO BLVD SUITE #D3,LOS ANGELES,90041-1090,2501 COLORADO 90041,2501 COLORADO BLVD SUITE #D3,LOS ANGELES,90041-1090,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",14,03/03/2022,,"(34.1418, 34.1418)",34.1418,34.1418
544645,0003395570-0001-9,MARIA CENTENO,DON BENJAS KITCHEN,934 S LOS ANGELES STREET SPACE #11,LOS ANGELES,90015-1774,934 Los Angeles 90015-1774,16234 BELLFLOWER BLVD    #15,BELLFLOWER,90706-4622,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",14,10/01/2023,,"(34.0397, -118.2547)",34.0397,-118.2547
544940,0003310738-0001-0,ABDUL MIRZAD,CAFE CORTADO,1101 N WESTERN AVENUE FRONT,LOS ANGELES,90029-1016,1101 WESTERN 90029,1101 N WESTERN AVENUE FRONT,LOS ANGELES,90029-1016,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",13,04/14/2022,,"(34.0909, 34.0909)",34.0909,34.0909
544966,0003137892-0001-5,RICHLY ROOTED LLC,RICHLY ROOTED JUICE CO,9626   VENICE BLVD,CULVER CITY,90232-2626,9626 VENICE 90232,5860 W SANTA ANA AVENUE APT #121,FRESNO,93722-7568,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",5,03/01/2019,,"(34.0244, -118.3965)",34.0244,-118.3965
545856,0003332600-0001-1,BIRDIE SAUCE LLC,BIRDIE SAUCE,11121 QUEENSLAND STREET UNIT #C21,LOS ANGELES,90034-5251,11121 QUEENSLAND 90034,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",5,08/04/2022,,"(34.0248, 34.0248)",34.0248,34.0248
546162,0003373065-0001-0,STEVEN STELLA,ARCANA APOTHECARY,1646 S HOLT AVENUE,LOS ANGELES,90035-3613,1646 HOLT 90035,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",0,05/07/2023,,"(34.0482, 34.0482)",34.0482,34.0482
546726,0002851914-0001-6,STEPHANIE RIEMER,BE,2327  3/4 N BEACHWOOD DRIVE,LOS ANGELES,90068-3062,2327 BEACHWOOD 90068-3062,1429 1/2 MOHAWK STREET,LOS ANGELES,90026-6464,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",4,08/31/2015,,"(34.1127, -118.3214)",34.1127,-118.3214
546818,0003278273-0001-1,TROPICAL OHIO LLC,,6192 OAK CREST WAY,LOS ANGELES,90042-1310,6192 OAK CREST 90042,6192 OAK CREST WAY,LOS ANGELES,90042-1310,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",14,01/17/2020,,"(34.1251, 34.1251)",34.1251,34.1251
546887,0003013356-0001-1,"ZONZON ORGANIC, LLC",,1447   HAUSER BLVD,LOS ANGELES,90019-3935,1447 HAUSER 90019,1447 HAUSER BLVD,LOS ANGELES,90019-3935,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",10,09/26/2017,,"(34.0478, -118.3574)",34.0478,-118.3574
548277,0003113906-0001-7,FLAVOR PRODUCERS LLC,,8521   FALLBROOK AVENUE   SUITE #380,WEST HILLS,91304-3239,8521 FALLBROOK 91304-3239,2429 E KEMPER ROAD,CINCINNATI,45241-1811,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",12,12/15/2017,,"(34.2239, -118.6283)",34.2239,-118.6283
548470,0003362640-0001-5,JELLYMAN TEA LLC,,4019 W SUNSET BLVD,LOS ANGELES,90029-2105,4019 SUNSET 90029,10960 WILSHIRE BLVD FLOOR #5,LOS ANGELES,90024-3708,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",13,04/11/2022,,"(34.0927, 34.0927)",34.0927,34.0927
549174,0003351668-0001-5,TREJOS SPIRITS LLC,,631 N LARCHMONT BLVD APT #2,LOS ANGELES,90004-1331,631 LARCHMONT 90004,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",13,08/22/2023,,"(34.0827, 34.0827)",34.0827,34.0827
549377,0002772277-0001-9,UNCLE POPS LLC,,1616  1/2 W 134TH STREET,GARDENA,90249-2014,1616 134TH 90249-2014,443 CASTLEHILL DRIVE,WALNUT,91789-2622,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",0,06/19/2013,,"(33.9108, -118.3048)",33.9108,-118.3048
550513,0002463649-0001-4,JEFFERY LIEBERSTEIN,JAVA THE TRUCK,7625 HAYVENHURST AVENUE UNIT #36,VAN NUYS,91406-1705,7625 HAYVENHURST 91406-1705,401 MANILA AVENUE,LONG BEACH,90814-2025,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",6,05/01/2007,,"(34.2092, -118.4923)",34.2092,-118.4923
550696,0003377929-0001-6,MLF FOODS & DISTRIBUTION LLC,,22832 COHASSET STREET,WEST HILLS,91307-1508,22832 COHASSET 91307-1508,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",12,01/01/2021,,"(34.2055, 34.2055)",34.2055,34.2055
552430,0003381447-0001-6,CELIA GONZALEZ,MOLE POBLANO RECETA DE LA ABUELA,105 E 66TH STREET APT #2,LOS ANGELES,90003-1545,105 66TH 90003,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",9,06/30/2023,,"(33.9799, 33.9799)",33.9799,33.9799
553001,0003334937-0001-3,VILLAIN REPUBLIC INC,,8581 SANTA MONICA BLVD UNIT #245,WEST HOLLYWOOD,90069-4120,8581 SANTA MONICA 90069,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",0,01/01/2022,,"(34.0883, 34.0883)",34.0883,34.0883
553452,0003267630-0001-2,MARC VILLAIN,VILLAIN REPUBLIC,733 N KINGS ROAD APT #338,LOS ANGELES,90069-5965,733 KINGS 90069,733 N KINGS ROAD APT #338,LOS ANGELES,90069-5965,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",5,09/01/2021,,"(34.0845, 34.0845)",34.0845,34.0845
554183,0003358881-0001-8,MONTOYAS MICHELADAS LLC,,23116 GAINFORD STREET,WOODLAND HILLS,91364-2726,23116 GAINFORD 91364-2726,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",3,04/23/2023,,"(34.1601, 34.1601)",34.1601,34.1601
555256,0003350434-0001-2,MADFOOD INC,,8348 W STANDARD PLACE,SUNLAND,91040-2021,8348 STANDARD 91040,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",7,02/01/2023,,"(34.2603, 34.2603)",34.2603,34.2603
556624,0003333536-0001-9,BUDHOUND BRAND LLC,,1208 1/2 WALL STREET,LOS ANGELES,90015-2614,1208 WALL 90015-2614,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",14,06/21/2022,,"(34.0349, -118.2554)",34.0349,-118.2554
556767,0003358202-0001-4,BEAST BITES PROTEIN LLC,,15136 STAGG STREET,VAN NUYS,91405-1025,15136 STAGG 91405-1025,1737 N LAS PALMAS AVENUE APT #213,LOS ANGELES,90028-4830,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",6,12/12/2018,,"(34.2119, 34.2119)",34.2119,34.2119
556912,0003336339-0001-8,VITAL PHARMACEUTICALS INC,BANG ENERGY,11130 SHERMAN WAY,SUN VALLEY,91352-4931,11130 SHERMAN 91352,1600 N PARK DRIVE,WESTON,33326-3278,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",2,12/31/2021,,"(34.2007, 34.2007)",34.2007,34.2007
557915,0002103846-0001-2,AMERICAN TRADING INTERNATIONAL INC,,3415 S SEPULVEDA BLVD #610,LOS ANGELES,90034-6032,3415 SEPULVEDA 90034-6032,10780 SANTA MONICA BLVD SUITE #370,LOS ANGELES,90025-4779,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",5,01/01/2005,,"(34.0208, -118.4234)",34.0208,-118.4234
558535,0003299438-0001-6,CHINATOWN COFFEE ROASTING,,1101 N MAIN STREET APT #310,LOS ANGELES,90012-4743,1101 MAIN 90012,1101 N MAIN STREET APT #310,LOS ANGELES,90012-4743,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",1,03/01/2022,,"(34.064, 34.064)",34.064,34.064
558882,0000288029-0002-5,MAX E MARTINEZ,ERIKAS MARKET & 98C DISCOUNT,800 W VERNON AVENUE,LOS ANGELES,90037-3024,800 VERNON 90037-3024,800 W VERNON AVENUE,LOS ANGELES,90037-3024,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",9,06/03/2011,,"(34.0037, -118.2871)",34.0037,-118.2871
560401,0002764891-0001-6,AUSTIN MARTIN,CHARLIE'S WIENERS,4331 VENTURA CANYON AVENUE #6,SHERMAN OAKS,91423-3744,4331 VENTURA CANYON 91423-3744,1608 18TH STREET,OROVILLE,95965-3002,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",4,07/01/2014,,"(34.1485, -118.4296)",34.1485,-118.4296
560481,0003268060-0001-1,"TANGO CHILE SAUCE, LLC",,513 N SPAULDING AVENUE,LOS ANGELES,90036-1876,513 SPAULDING 90036,513 N SPAULDING AVENUE,LOS ANGELES,90036-1876,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",5,08/31/2021,,"(34.0806, 34.0806)",34.0806,34.0806
560984,0003281843-0001-5,KNIGHT COOPERATIONS INC,,5967 W 3RD STREET SUITE #201,LOS ANGELES,90036-2835,5967 3RD 90036,5967 W 3RD STREET SUITE #201,LOS ANGELES,90036-2835,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",5,11/12/2021,,"(34.0701, 34.0701)",34.0701,34.0701
